,Message,Party_Affiliation,Republican Count,Democrat Count,% Certainty,Categorization
2032,i get the impression he fakes being a trump guy to help nh a little or at least not hurt it,3,0.0,1.0,100.0,1.0
2033,settleforbiden  couldnt even increase the minimum wage or legalize recreational marijuana just another puppet with a corporate arm up his ass steve your spelling is as coherent as your grasp of the political spectrum youre aware its more than just left and right its also authoritarian and libertarian youll hear the same complaints about the government in rural swamps and inner cities the twoparty system is a joke isnt that the guy that suggested we drink bleach to treatcure covid whats he been up to ever since he called nazis very fine people,3,0.0,0.0,,
2034,lets vote him out,3,0.0,1.92,100.0,1.0
2035,the real nh residents dont want the entire state to turn into manchester  sorry  if you like ghetto neighborhoods and the types of people that reside in them then perhaps you should move down to lawrence ma and gtfo of nh  build the wall    keep the massholes in massachusetts  ,3,0.0,0.0,,
2036,this ad makes me want sunnunu more trump2020,3,0.0,0.0,,
2037,send them all to me so i can bring them to the dump  deborah thompson isnt it up to school depts hey maybe go get skills that pay more than min wage u200d min wage is not designed to be lived off get skills we have open jobs everywhere and nobody wants them  lauren merrill thompson  maybe we should not populate areas that dense no city would survive an actual pandemic  lauren merrill thompson you mean the boonies where our state is mostly run correctly u0001f92a ive already had it like most of us  covid is less deadly than table salt statistically hes said several times i dont think hes lying he knows nothing of disease and is guided by the pros it just turns out the pros are on the take  carl daniels  are they in the same healthcare industry my friends work in where they say none of the hospitals have even been to capacity and all this was a giant sham i dont trust any mainstream media sources fyi carl daniels  so allowing people to operate freely in a state where the motto is live free or die rather than imposing unconstitutional mask mandates is failure id say the fact that despite the nation burning to the ground lies about all the covid info and fake fear mongering attitude youd be the one who failed do actual research   jo strohbehn why do you care if you wouldnt be there stop sharing this garbage on my feed covid is a joke open the country and stop using this as a control technique youre ruining lives covid is less deadly than table salt u0001f9c2  stephen lucey  what did trump do  ill save the effort open schools ive met people at wal mart on a tuesday more scary than covid 19 michael angelicas probably not and has handled this year very well keep all the blue ma infused legislation down there if you fancy that you should move so we can keep our state safe and prosperous all the dems have done here is make it so criminals dont get held accountable while the hard working people suffer  vote red  great job in 2020 for sununu voting all red to right the ship of fools how about just open all schools that and the education system is a joke make schools compete and give parents a choice sharon heffron if you vote blue then all the school fail socialism doesnt work sharon ,3,4.9091000000000005,0.0,100.0,0.0
2038,yeah so like no ,3,0.0,0.0,,
2039,sad very sad,3,0.0,0.0,,
2040,trump doesnt make any money being a president he actually gives his salary away,3,0.0,0.0,,
2041,michael morinsion cant  only on our cars ellen dyemcginty especially the drump ones   my community doesnt allow yard signs but i would love a couple of bumper stickers for the car,3,0.0,0.0,,
2042,vetoed gun control vetoed minimum wage no thanks chris,3,0.0,0.0,,
2043,margaret foley not a frigging chance john crane keep drinking that kool aid  deborah eldridge sargent youre a covidiot john crane sure make america hate again no u0001f92c way margaret foley no u0001f92c way,3,0.0,1.0,100.0,1.0
2044,this karen is team joe,3,0.0,0.0,,
2045,he is a butt  munch let him live on 725 an hr for a year,3,0.0,0.0,,
2046,this is why democrats should not vote they are too easily overwhelmed and confused,3,0.0,0.0,,
2047,w t f725 is a disgusting wage,3,0.0,0.0,,
2048,wwwsupportraven23com,3,0.0,0.0,,
2049,ann terrell desmarais do you mean redistricting  that veto was in 2019 laurel dean the governor does not give himself a raise the legislature does  as nh is mostly a small business state raising the minimum wage is not affordable for many  would result in some closing or reducing positions,3,0.8,0.0,100.0,0.0
2050,thank you governor  great job ,3,0.0,0.0,,
2051,paul tiemann i have an std yard sign  stop the trump dont let the infection spread,3,0.0,0.0,,
2052,vote him out,3,0.0,1.92,100.0,1.0
2053,governor sununu is doing his job not everything should be legislated each school district and demographic is different thats why there is local control  he is absolutely right to leave it to each locality its not one size fits all,3,0.0,0.0,,
